#pe	angularVel		error
0	4.5163670136701415e-05	0.060855376634871616			
5	0.001418640903409034	0.07299420244537307			
15	0.003857559623096231	0.06141361383914347		
25	0.006391389841398417	0.06349786921895718		
35	0.009167329562295629	0.06054220003864525		
45	0.011890774400744016	0.07077791802474373		
55	0.014733555171551716	0.061591252912190864		
65	0.017613877525775257	0.060339029763032966				
75	0.020541879564795664	0.0698647545923155		
85	0.023506218898688973	0.05943985137514762						
	
